Time Elapsed
101512
116565
98602
112371
99626
113040
98759
99379
117450
100760
100597
100244
100591
111917
110043
99314
99372
99366
99853
98936
124480
121053
102527
102599
104008
122981
120762
99207
99675
121362
121089
102166
102360
102714
119972
119056
122732
121028
102408
116626
144176
123314
107962
118546
98961
99071
99229
98761
99636
99689
98796
118315
98833
99813
119021
99348
99932
99600
99397
98611
99389
98770
99668
99373
121435
121244
104152
103021
101764
118696
100108
99513
101095
109958
101865
112022
100374
100064
100101
99223
109941
100080
99655
99315
100159
99833
110949
101110
100359
100072
99782
99843
99990
99589
100432
99917
112653
99589
100320
99809
99906
110912
100845
123282
102362
120044
99641
99742
100174
99713
102018
122697
101827
116407
119464
100803
118143
100230
111172
123216
116742
100388
100153
100202
99700
99042
100377
100242
112588
100641
99406
99555
100125
100072
99908
99848
99645
122237
102422
102324
120196
111527
101458
99944
101637
111184
102157
102432
102680
102575
102495
103547
109073
118964
99446
124113
122141
113596
117669
117554
118910
111666
99750
99536
99995
99516
99392
99899
99599
100520
99359
99641
100115
99686
100124
100323
99629
101882
120951
102450
119283
99099
102436
124247
102503
103262
102547
121338
119022
109758
122110
121814
118430
99317
125926
114714
102918
102139
102156
102673
100435
115013
102630
99980
99525
100011
100266
100145
100430
123852
103292
102448
99927
118775
102786
122271
101922
119313
100195
123080
103217
102161
102086
101973
103007
102071
102170
101431
113216
110740
102453
123385
122506
118849
98828
99286
100192
99864
99007
120231
99335
98739
117223
116307
99364
98764
98943
98822
99717
98588
99018
99771
98484
98313
119495
99823
116432
99222
99370
118675
99813
100530
99876
100379
100389
99975
100312
99165
121307
112458
100864
99417
119036
99020
99363
98533
98714
118257
101535
103678
99483
111755
99213
99702
99471
98557
98605
98787
99152
98531
99254
100222
119132
100162
100746
100096
100132
99454
100462
100545
100655
100715
119792
111239
99694
113633
100868
100265
99410
100772
100483
100595
100103
99685
100172
99770
100022
101101
100610
100705
100386
100501
119588
110642
98935
109989
102198
122515
112528
125862
122231
102361
102508
103133
102050
103005
115422
119423
99710
100415
100121
100518
100249
101034
99988
99346
100136
100382
100837
100307
100929
100889
100404
99815
122152
121305
101885
101584
102186
122661
143661
121591
122899
119230
100125
100334
100844
100440
100093
100200
99731
100196
99664
101093
100620
124676
122303
114153
119870
100469
99934
99659
125497
124101
102576
109440
122547
100434
100634
123151
122304
102445
123016
139928
124397
121492
119916
120691
121599
101768
117480
127955
121080
101693
119403
100594
110391
123604
114700
115195
120539
100374
99823
100087
100930
100466
